sample,sample_index,image_id,target_id,target_category_id,epsilon,cci_region,tp_region,switched,cci_selection_target,tp_selection_target,selection_target_delta,cci_selection_worst_margin,tp_selection_worst_margin,selection_feasible_count,selection_target_tie_count,selection_margin_tie_count,best_candidate_coverage,cci_pmax_pm,tp_pmax_pm,delta_pmax_pm,cci_pmax_agg,tp_pmax_agg,delta_pmax_agg,cci_eval_target,tp_eval_target,delta_eval_target,cci_bbox,tp_bbox,delta_bbox,cci_pm_fail,tp_pm_fail,cci_agg_fail,tp_agg_fail,cci_pmean_all_pm,tp_pmean_all_pm,cci_pmean_all_agg,tp_pmean_all_agg,cci_v_rate_agg,tp_v_rate_agg,cci_v_mass_agg,tp_v_mass_agg,cci_hidden_tail_debt,tp_hidden_tail_debt
25560,25560,479630,42,42,0.02,6,6,False,0.33085608,0.33085608,0.0,-0.5582489,-0.5582489,1,1,1,0.6875,-0.57324487,-0.57324487,0.0,-0.5572632566018596,-0.5572632566018596,0.0,0.2801678,0.2801678,0.0,0.041666666666666664,0.041666666666666664,0.0,True,True,True,True,0.14419359,0.14419359,0.14792373439990344,0.14792373439990344,0.35443037974683544,0.35443037974683544,0.07795113405384528,0.07795113405384528,False,False
25561,25561,404847,1,1,0.02,0,0,False,0.24576226,0.24576226,0.0,-2.5452297,-2.5452297,1,1,1,0.8,-2.399832,-2.399832,0.0,-2.45530331767686,-2.45530331767686,0.0,0.050110176,0.050110176,0.0,0.14285714285714285,0.14285714285714285,0.0,True,True,True,True,0.36403036,0.36403036,0.37063882625838984,0.37063882625838984,0.26582278481012656,0.26582278481012656,0.08513005235871582,0.08513005235871582,False,False
25562,25562,463290,1,1,0.02,3,3,False,0.69926506,0.69926506,0.0,-2.208715,-2.208715,1,1,1,0.5125,-2.187075,-2.187075,0.0,-2.209807711733565,-2.209807711733565,0.0,0.26679233,0.26679233,0.0,1.0,1.0,0.0,True,True,True,True,-0.2609781,-0.2609781,-0.2660122034526625,-0.2660122034526625,0.6962025316455697,0.6962025316455697,0.3599534577420293,0.3599534577420293,False,False
25563,25563,37655,1,1,0.02,1,1,False,0.9211441,0.9211441,0.0,0.03330475,0.03330475,1,1,1,1.0,-0.2245491,-0.2245491,0.0,-0.1900011711941828,-0.1900011711941828,0.0,0.7176865,0.7176865,0.0,0.9285714285714286,0.9285714285714286,0.0,True,True,True,True,0.78381395,0.78381395,0.7985162126384723,0.7985162126384723,0.02531645569620253,0.02531645569620253,0.003813118485985039,0.003813118485985039,True,True
25564,25564,334648,1,1,0.02,2,2,False,0.33288386,0.33288386,0.0,-1.3501462,-1.3501462,1,1,1,0.7125,-1.2596717,-1.2596717,0.0,-1.2865790633929943,-1.2865790633929943,0.0,0.14590856,0.14590856,0.0,0.9361702127659575,0.9361702127659575,0.0,True,True,True,True,0.1376413,0.1376413,0.1403583390738418,0.1403583390738418,0.35443037974683544,0.35443037974683544,0.132763230154486,0.132763230154486,True,True
25565,25565,515716,1,1,0.02,5,5,False,0.8281925,0.8281925,0.0,-0.41441596,-0.41441596,1,1,1,0.7,-0.401311,-0.401311,0.0,-0.37740666806847123,-0.37740666806847123,0.0,0.83038807,0.83038807,0.0,0.9375,0.9375,0.0,True,True,True,True,0.15246046,0.15246046,0.15515061968433064,0.15515061968433064,0.16455696202531644,0.16455696202531644,0.030421263408026335,0.030421263408026335,True,True
25566,25566,548288,67,67,0.02,7,7,False,0.44964808,0.44964808,0.0,-0.95563024,-0.95563024,1,1,1,0.4625,-0.75625104,-0.75625104,0.0,-0.6254588592486097,-0.6254588592486097,0.0,0.5187268,0.5187268,0.0,0.0,0.0,0.0,True,True,True,True,0.22496231,0.22496231,0.2268726933246768,0.2268726933246768,0.31645569620253167,0.31645569620253167,0.07501026069381621,0.07501026069381621,False,False
25567,25567,521613,63,63,0.02,5,5,False,1.0527824,1.0527824,0.0,0.99365264,0.99365264,1,1,1,1.0,0.80062556,0.80062556,0.0,0.9686642247708186,0.9686642247708186,0.0,0.7532459,0.7532459,0.0,0.9354838709677419,0.9354838709677419,0.0,False,False,False,False,1.8439589,1.8439589,1.8757530313930355,1.8757530313930355,0.0,0.0,0.0,0.0,False,False
25568,25568,231768,3,3,0.02,2,2,False,1.4070483,1.4070483,0.0,0.06443024,0.06443024,1,1,1,1.0,-0.01969711,-0.01969711,0.0,-0.02484184577084947,-0.02484184577084947,0.0,1.0856613,1.0856613,0.0,0.925,0.925,0.0,True,True,True,True,2.0415072,2.0415072,2.077891393775542,2.077891393775542,0.012658227848101266,0.012658227848101266,0.00031445374393480343,0.00031445374393480343,True,True
25569,25569,10290,70,70,0.02,6,6,False,2.1866424,2.1866424,0.0,0.6453184,0.6453184,1,1,1,1.0,0.74533415,0.74533415,0.0,0.7544500340539759,0.7544500340539759,0.0,2.0866597,2.0866597,0.0,0.5454545454545454,0.5454545454545454,0.0,False,False,False,False,1.6484922,1.6484922,1.6721069781621394,1.6721069781621394,0.0,0.0,0.0,0.0,False,False
25570,25570,489611,1,1,0.02,2,2,False,0.29519376,0.29519376,0.0,-0.45863536,-0.45863536,1,1,1,0.825,-0.5731351,-0.5731351,0.0,-0.5842259045221988,-0.5842259045221988,0.0,0.12830268,0.12830268,0.0,1.0,1.0,0.0,True,True,True,True,-0.020019395,-0.020019395,-0.020551024515932992,-0.020551024515932992,0.5189873417721519,0.5189873417721519,0.08704855135555409,0.08704855135555409,False,False
25571,25571,94052,67,67,0.02,6,6,False,2.7508981,2.7508981,0.0,-0.10195613,-0.10195613,1,1,1,0.9875,-0.35832024,-0.35832024,0.0,-0.2703004383944645,-0.2703004383944645,0.0,2.4954617,2.4954617,0.0,0.4146341463414634,0.4146341463414634,0.0,True,True,True,True,1.1021388,1.1021388,1.1111965540701176,1.1111965540701176,0.0379746835443038,0.0379746835443038,0.008169777816419118,0.008169777816419118,False,False
25572,25572,534210,1,1,0.02,3,3,False,0.873794,0.873794,0.0,0.18605036,0.18605036,1,1,1,1.0,-0.33844063,-0.33844063,0.0,-0.3477889702485929,-0.3477889702485929,0.0,0.4746206,0.4746206,0.0,0.8947368421052632,0.8947368421052632,0.0,True,True,True,True,1.7072144,1.7072144,1.7399795519998023,1.7399795519998023,0.012658227848101266,0.012658227848101266,0.004402392028463201,0.004402392028463201,True,True
25573,25573,32645,1,1,0.02,2,2,False,0.8729003,0.8729003,0.0,-0.75390095,-0.75390095,1,1,1,0.825,-0.7624345,-0.7624345,0.0,-0.7776685001231572,-0.7776685001231572,0.0,0.73917675,0.73917675,0.0,0.13953488372093023,0.13953488372093023,0.0,True,True,True,True,0.2730339,0.2730339,0.2781686822620777,0.2781686822620777,0.12658227848101267,0.12658227848101267,0.0248857501450063,0.0248857501450063,False,False
25574,25574,235621,1,1,0.02,3,3,False,0.50859,0.50859,0.0,-0.64593565,-0.64593565,1,1,1,0.675,-0.529341,-0.529341,0.0,-0.5142882718771711,-0.5142882718771711,0.0,0.48432076,0.48432076,0.0,1.0,1.0,0.0,True,True,True,True,0.12847899,0.12847899,0.13100695699381615,0.13100695699381615,0.3670886075949367,0.3670886075949367,0.07409946209988587,0.07409946209988587,True,True
25575,25575,475725,17,17,0.02,7,7,False,0.14078356,0.14078356,0.0,-0.23888023,-0.23888023,1,1,1,0.7375,-0.4015044,-0.4015044,0.0,-0.36238782040871365,-0.36238782040871365,0.0,0.094398655,0.094398655,0.0,1.0,1.0,0.0,True,True,True,True,0.029819304,0.029819304,0.030374371644021042,0.030374371644021042,0.4177215189873418,0.4177215189873418,0.053463904369021265,0.053463904369021265,True,True
25576,25576,211107,63,63,0.02,7,7,False,2.0442977,2.0442977,0.0,0.5588491,0.5588491,1,1,1,1.0,0.44364023,0.44364023,0.0,0.44113563740850736,0.44113563740850736,0.0,1.7669744,1.7669744,0.0,0.8,0.8,0.0,False,False,False,False,1.947492,1.947492,1.976694023742589,1.976694023742589,0.0,0.0,0.0,0.0,False,False
25577,25577,37670,70,70,0.02,0,0,False,3.177968,3.177968,0.0,0.055506945,0.055506945,1,1,1,1.0,0.31803092,0.31803092,0.0,0.32173748636981614,0.32173748636981614,0.0,3.0335438,3.0335438,0.0,1.0,1.0,0.0,False,False,False,False,2.8440611,2.8440611,2.8868175343357683,2.8868175343357683,0.0,0.0,0.0,0.0,False,False
25578,25578,25595,1,1,0.02,7,7,False,1.4979573,1.4979573,0.0,0.663705,0.663705,1,1,1,1.0,-0.1779509,-0.1779509,0.0,-0.04668102481639114,-0.04668102481639114,0.0,0.9822414,0.9822414,0.0,0.9565217391304348,0.9565217391304348,0.0,True,True,True,True,1.1029233,1.1029233,1.123664280641784,1.123664280641784,0.012658227848101266,0.012658227848101266,0.0005908990483087486,0.0005908990483087486,True,True
25579,25579,466981,3,3,0.02,7,7,False,-0.09111402,-0.09111402,0.0,-0.25304836,-0.25304836,1,1,1,0.425,-0.22366579,-0.22366579,0.0,-0.22367819539523004,-0.22367819539523004,0.0,-0.12015983,-0.12015983,0.0,0.8333333333333334,0.8333333333333334,0.0,True,True,True,True,-0.0050152615,-0.0050152615,-0.004835025178856006,-0.004835025178856006,0.5063291139240507,0.5063291139240507,0.036630793611675434,0.036630793611675434,False,False
25580,25580,373356,1,1,0.02,6,6,False,0.19676012,0.19676012,0.0,-0.0146274865,-0.0146274865,1,1,1,0.975,-0.0594181,-0.0594181,0.0,-0.05959072252870559,-0.05959072252870559,0.0,0.18097532,0.18097532,0.0,1.0,1.0,0.0,True,True,True,True,0.051366717,0.051366717,0.052327145289150084,0.052327145289150084,0.11392405063291139,0.11392405063291139,0.0031217191260205857,0.0031217191260205857,True,True
25581,25581,217997,42,42,0.02,1,1,False,0.4842601,0.4842601,0.0,-0.28306022,-0.28306022,1,1,1,0.7375,-0.23093331,-0.23093331,0.0,-0.23059159191872763,-0.23059159191872763,0.0,0.4359405,0.4359405,0.0,0.06060606060606061,0.06060606060606061,0.0,True,True,True,True,0.120054565,0.120054565,0.12382669132376345,0.12382669132376345,0.22784810126582278,0.22784810126582278,0.015966591634623675,0.015966591634623675,False,False
25582,25582,80260,4,4,0.02,2,2,False,2.9491599,2.9491599,0.0,1.0753845,1.0753845,1,1,1,1.0,0.94993526,0.94993526,0.0,1.082464860698971,1.082464860698971,0.0,2.4783983,2.4783983,0.0,0.8055555555555556,0.8055555555555556,0.0,False,False,False,False,2.7901785,2.7901785,2.841737673718564,2.841737673718564,0.0,0.0,0.0,0.0,False,False
25583,25583,221571,86,86,0.02,5,5,False,1.2063653,1.2063653,0.0,-0.4094969,-0.4094969,1,1,1,0.975,-0.18992913,-0.18992913,0.0,-0.19892263688783118,-0.19892263688783118,0.0,1.2715946,1.2715946,0.0,1.0,1.0,0.0,True,True,True,True,2.3958776,2.3958776,2.440352325547904,2.440352325547904,0.012658227848101266,0.012658227848101266,0.0025180080618712806,0.0025180080618712806,True,True
25584,25584,152252,1,1,0.02,5,5,False,1.1128236,1.1128236,0.0,-0.6185316,-0.6185316,1,1,1,0.6,-0.5486608,-0.5486608,0.0,-0.5540986496624382,-0.5540986496624382,0.0,0.8417894,0.8417894,0.0,0.0,0.0,0.0,True,True,True,True,0.1356706,0.1356706,0.1381976599479432,0.1381976599479432,0.31645569620253167,0.31645569620253167,0.05126492902491602,0.05126492902491602,False,False
25585,25585,376442,70,70,0.02,4,4,False,1.2044568,1.2044568,0.0,-1.3438914,-1.3438914,1,1,1,0.85,-1.1847538,-1.1847538,0.0,-1.2088322994334373,-1.2088322994334373,0.0,0.9856477,0.9856477,0.0,0.96,0.96,0.0,True,True,True,True,0.837153,0.837153,0.849532656969375,0.849532656969375,0.12658227848101267,0.12658227848101267,0.05203909133440621,0.05203909133440621,True,True
25586,25586,244060,19,19,0.02,5,5,False,0.78095853,0.78095853,0.0,-1.4345208,-1.4345208,1,1,1,0.8375,-1.6082731,-1.6082731,0.0,-1.637548962356138,-1.637548962356138,0.0,0.4321047,0.4321047,0.0,0.09090909090909091,0.09090909090909091,0.0,True,True,True,True,0.60310256,0.60310256,0.6133633761409065,0.6133633761409065,0.17721518987341772,0.17721518987341772,0.09109064726796126,0.09109064726796126,False,False
25587,25587,191772,88,88,0.02,3,3,False,1.3017058,1.3017058,0.0,-0.063167095,-0.063167095,2,1,1,0.975,0.23211329,0.23211329,0.0,0.28527918907161354,0.28527918907161354,0.0,1.4014174,1.4014174,0.0,1.0,1.0,0.0,False,False,False,False,1.2964836,1.2964836,1.3216280519768666,1.3216280519768666,0.0,0.0,0.0,0.0,False,False
25588,25588,350961,63,63,0.02,3,3,False,1.030793,1.030793,0.0,-0.48747325,-0.48747325,1,1,1,0.9875,-0.44694698,-0.44694698,0.0,-0.4591042753686696,-0.4591042753686696,0.0,1.1446143,1.1446143,0.0,0.88,0.88,0.0,True,True,True,True,1.5159111,1.5159111,1.5397920001447085,1.5397920001447085,0.012658227848101266,0.012658227848101266,0.005811446523654046,0.005811446523654046,True,True
25589,25589,202118,1,1,0.02,6,6,False,0.4418333,0.4418333,0.0,-0.6670723,-0.6670723,1,1,1,0.8,-0.73772734,-0.73772734,0.0,-0.7110024637086827,-0.7110024637086827,0.0,0.20300937,0.20300937,0.0,0.8333333333333334,0.8333333333333334,0.0,True,True,True,True,0.5040795,0.5040795,0.5139304080751084,0.5139304080751084,0.21518987341772153,0.21518987341772153,0.06346804383484934,0.06346804383484934,True,True
25590,25590,436691,7,7,0.02,0,0,False,0.38615292,0.38615292,0.0,-0.5121737,-0.5121737,1,1,1,0.9,-0.6634901,-0.6634901,0.0,-0.5407347578828586,-0.5407347578828586,0.0,0.1350749,0.1350749,0.0,1.0,1.0,0.0,True,True,True,True,0.46533605,0.46533605,0.47432197753954014,0.47432197753954014,0.189873417721519,0.189873417721519,0.03470713896242291,0.03470713896242291,True,True
25591,25591,298396,67,67,0.02,7,7,False,0.8756095,0.8756095,0.0,-0.072613835,-0.072613835,1,1,1,0.9875,0.049786884,0.049786884,0.0,0.04761120368664251,0.04761120368664251,0.0,0.9071448,0.9071448,0.0,0.8846153846153846,0.8846153846153846,0.0,False,False,False,False,0.7818823,0.7818823,0.792451591281899,0.792451591281899,0.0,0.0,0.0,0.0,False,False
25592,25592,198234,1,1,0.02,6,6,False,0.5557066,0.5557066,0.0,-0.38449347,-0.38449347,1,1,1,0.75,-0.5737664,-0.5737664,0.0,-0.5155117293279547,-0.5155117293279547,0.0,0.3910072,0.3910072,0.0,0.3611111111111111,0.3611111111111111,0.0,True,True,True,True,0.03699525,0.03699525,0.03765967890888006,0.03765967890888006,0.3924050632911392,0.3924050632911392,0.08014627709267878,0.08014627709267878,False,False
25593,25593,124486,1,1,0.02,7,7,False,0.19794625,0.19794625,0.0,-0.20835221,-0.20835221,1,1,1,0.725,-0.1334994,-0.1334994,0.0,-0.13510868877745727,-0.13510868877745727,0.0,0.14915869,0.14915869,0.0,0.11538461538461539,0.11538461538461539,0.0,True,True,True,True,0.08205367,0.08205367,0.08354991999574182,0.08354991999574182,0.21518987341772153,0.21518987341772153,0.01070012538798162,0.01070012538798162,False,False
25594,25594,384092,1,1,0.02,7,7,False,0.31524745,0.31524745,0.0,-0.80867827,-0.80867827,1,1,1,0.7875,-0.70472544,-0.70472544,0.0,-0.7160278615596635,-0.7160278615596635,0.0,0.31360683,0.31360683,0.0,0.6470588235294118,0.6470588235294118,0.0,True,True,True,True,0.17216492,0.17216492,0.17523605237715298,0.17523605237715298,0.22784810126582278,0.22784810126582278,0.0493445468402313,0.0493445468402313,True,True
25595,25595,495448,61,61,0.02,5,5,False,0.49436674,0.49436674,0.0,-0.07728347,-0.07728347,1,1,1,0.975,-0.21819149,-0.21819149,0.0,-0.201176474076806,-0.201176474076806,0.0,0.35262,0.35262,0.0,1.0,1.0,0.0,True,True,True,True,0.46702707,0.46702707,0.47512334800815204,0.47512334800815204,0.05063291139240506,0.05063291139240506,0.004329717683852688,0.004329717683852688,True,True
25596,25596,468744,86,86,0.02,4,4,False,0.5497799,0.5497799,0.0,0.5182365,0.5182365,1,1,1,1.0,0.10325862,0.10325862,0.0,0.2079134030286255,0.2079134030286255,0.0,0.57816553,0.57816553,0.0,1.0,1.0,0.0,False,False,False,False,1.4385363,1.4385363,1.465677393226902,1.465677393226902,0.0,0.0,0.0,0.0,False,False
25597,25597,442231,1,1,0.02,4,4,False,0.07689517,0.07689517,0.0,-1.0023912,-1.0023912,1,1,1,0.925,-0.99837446,-0.99837446,0.0,-0.8095532268339205,-0.8095532268339205,0.0,-0.16031751,-0.16031751,0.0,1.0,1.0,0.0,True,True,True,True,0.6562736,0.6562736,0.668964768298592,0.668964768298592,0.1518987341772152,0.1518987341772152,0.05103014831700035,0.05103014831700035,True,True
25598,25598,54300,18,18,0.02,7,7,False,0.42272237,0.42272237,0.0,-0.08436826,-0.08436826,1,1,1,0.9625,-0.2148193,-0.2148193,0.0,-0.22028198868705734,-0.22028198868705734,0.0,0.21019115,0.21019115,0.0,0.2857142857142857,0.2857142857142857,0.0,True,True,True,True,0.22934763,0.22934763,0.2334841458405067,0.2334841458405067,0.10126582278481013,0.10126582278481013,0.006484373437427636,0.006484373437427636,False,False
25599,25599,240274,42,42,0.02,0,0,False,0.54760253,0.54760253,0.0,0.07689354,0.07689354,1,1,1,1.0,0.075556874,0.075556874,0.0,0.09320798944008779,0.09320798944008779,0.0,0.47513184,0.47513184,0.0,1.0,1.0,0.0,False,False,False,False,0.6360541,0.6360541,0.6498015759501192,0.6498015759501192,0.0,0.0,0.0,0.0,False,False
25600,25600,290026,6,6,0.02,0,0,False,5.771047,5.771047,0.0,4.9614677,4.9614677,1,1,1,1.0,4.0058093,4.0058093,0.0,4.229178264603038,4.229178264603038,0.0,5.01067,5.01067,0.0,0.9622641509433962,0.9622641509433962,0.0,False,False,False,False,7.337543,7.337543,7.482080139516915,7.482080139516915,0.0,0.0,0.0,0.0,False,False
25601,25601,523174,67,67,0.02,0,0,False,0.6616866,0.6616866,0.0,-0.6204191,-0.6204191,1,1,1,0.75,-0.61238015,-0.61238015,0.0,-0.6040074455271883,-0.6040074455271883,0.0,0.4898565,0.4898565,0.0,1.0,1.0,0.0,True,True,True,True,0.095345676,0.095345676,0.09482345804520165,0.09482345804520165,0.2911392405063291,0.2911392405063291,0.077267631337998,0.077267631337998,True,True
25602,25602,529069,70,70,0.02,3,3,False,1.0787116,1.0787116,0.0,0.89501053,0.89501053,1,1,1,1.0,0.7464083,0.7464083,0.0,0.8283854130452561,0.8283854130452561,0.0,1.0935599,1.0935599,0.0,0.8125,0.8125,0.0,False,False,False,False,1.4800514,1.4800514,1.504392883599098,1.504392883599098,0.0,0.0,0.0,0.0,False,False
25603,25603,269489,1,1,0.02,6,6,False,0.04281658,0.04281658,0.0,0.06804316,0.06804316,1,1,1,1.0,-0.044134635,-0.044134635,0.0,-0.03343218046647592,-0.03343218046647592,0.0,-0.24735539,-0.24735539,0.0,0.7083333333333334,0.7083333333333334,0.0,True,True,True,True,1.1229054,1.1229054,1.1442646579282194,1.1442646579282194,0.012658227848101266,0.012658227848101266,0.00042319215780349263,0.00042319215780349263,True,True
25604,25604,48564,1,1,0.02,4,4,False,3.1952648,3.1952648,0.0,-0.80121136,-0.80121136,1,1,1,0.975,-0.8478734,-0.8478734,0.0,-0.8533218443113908,-0.8533218443113908,0.0,2.2978425,2.2978425,0.0,1.0,1.0,0.0,True,True,True,True,1.1995578,1.1995578,1.2222429136640558,1.2222429136640558,0.05063291139240506,0.05063291139240506,0.024783338203889668,0.024783338203889668,True,True
25605,25605,414343,1,1,0.02,1,3,True,0.03875131,0.03371887,-0.0050324425,-1.8385484,-0.45815986,2,1,1,0.5,-1.3089901,-0.44904217,0.8599479,-1.3398663328773839,-0.42689695968813757,0.9129693731892463,0.17896144,0.0031037268,-0.17585771,0.6060606060606061,0.6153846153846154,0.009324009324009341,True,True,True,True,0.06534951,0.037743244,0.06634301806766307,0.03858444378964118,0.4177215189873418,0.4050632911392405,0.08646091667742246,0.06988638288801631,True,True
25606,25606,279463,70,70,0.02,6,6,False,2.3979506,2.3979506,0.0,1.5226636,1.5226636,1,1,1,1.0,1.3921131,1.3921131,0.0,1.4082453638939434,1.4082453638939434,0.0,2.2428648,2.2428648,0.0,1.0,1.0,0.0,False,False,False,False,2.5315552,2.5315552,2.5715494505035723,2.5715494505035723,0.0,0.0,0.0,0.0,False,False
25607,25607,502510,7,7,0.02,6,6,False,0.17033848,0.17033848,0.0,-0.3172886,-0.3172886,1,1,1,0.7625,-0.39230767,-0.39230767,0.0,-0.359473429339377,-0.359473429339377,0.0,0.005312972,0.005312972,0.0,1.0,1.0,0.0,True,True,True,True,0.076156594,0.076156594,0.0776241321094254,0.0776241321094254,0.31645569620253167,0.31645569620253167,0.03761175781097882,0.03761175781097882,True,True
25608,25608,282037,1,1,0.02,5,5,False,0.3651778,0.3651778,0.0,-0.5972866,-0.5972866,1,1,1,0.7625,-0.735481,-0.735481,0.0,-0.7347807048185828,-0.7347807048185828,0.0,0.22252142,0.22252142,0.0,0.6153846153846154,0.6153846153846154,0.0,True,True,True,True,0.026742185,0.026742185,0.027284038057268672,0.027284038057268672,0.4936708860759494,0.4936708860759494,0.14449142512363142,0.14449142512363142,True,True
25609,25609,283761,1,1,0.02,7,7,False,0.3549562,0.3549562,0.0,-0.5216206,-0.5216206,1,1,1,0.9,-0.8392027,-0.8392027,0.0,-0.7957478617122371,-0.7957478617122371,0.0,0.34612033,0.34612033,0.0,1.0,1.0,0.0,True,True,True,True,0.23875384,0.23875384,0.24358646905549958,0.24358646905549958,0.3291139240506329,0.3291139240506329,0.08763309101653607,0.08763309101653607,True,True
25610,25610,391689,8,8,0.02,6,6,False,1.3618679,1.3618679,0.0,1.4669111,1.4669111,1,1,1,1.0,1.3276827,1.3276827,0.0,1.4162294414184742,1.4162294414184742,0.0,1.2912931,1.2912931,0.0,0.5833333333333334,0.5833333333333334,0.0,False,False,False,False,3.4029455,3.4029455,3.4657217637845577,3.4657217637845577,0.0,0.0,0.0,0.0,False,False
25611,25611,71209,19,19,0.02,4,4,False,0.24678293,0.24678293,0.0,-0.053474844,-0.053474844,1,1,1,0.9875,-0.17469747,-0.17469747,0.0,-0.1646567124753739,-0.1646567124753739,0.0,0.16525136,0.16525136,0.0,0.12121212121212122,0.12121212121212122,0.0,True,True,True,True,0.16278459,0.16278459,0.16530384287057567,0.16530384287057567,0.12658227848101267,0.12658227848101267,0.006096845719674466,0.006096845719674466,False,False
25612,25612,30668,19,19,0.02,2,2,False,6.759306,6.759306,0.0,6.515763,6.515763,1,1,1,1.0,5.953302,5.953302,0.0,6.178783005043025,6.178783005043025,0.0,6.495586,6.495586,0.0,0.7857142857142857,0.7857142857142857,0.0,False,False,False,False,7.7017345,7.7017345,7.826275699614217,7.826275699614217,0.0,0.0,0.0,0.0,False,False
25613,25613,451053,72,72,0.02,5,5,False,0.32197747,0.32197747,0.0,-0.6081511,-0.6081511,1,1,1,0.4875,-0.76800394,-0.76800394,0.0,-0.7241596938251544,-0.7241596938251544,0.0,0.16417283,0.16417283,0.0,0.029411764705882353,0.029411764705882353,0.0,True,True,True,True,-0.2156586,-0.2156586,-0.22072439247762546,-0.22072439247762546,0.810126582278481,0.810126582278481,0.25059232673375514,0.25059232673375514,False,False
25614,25614,527220,3,3,0.02,6,6,False,0.120686285,0.120686285,0.0,-0.14211515,-0.14211515,1,1,1,0.675,-0.16757642,-0.16757642,0.0,-0.16450388074196054,-0.16450388074196054,0.0,0.08366379,0.08366379,0.0,0.0,0.0,0.0,True,True,True,True,0.013527676,0.013527676,0.013581915326389526,0.013581915326389526,0.3924050632911392,0.3924050632911392,0.021833509930459342,0.021833509930459342,False,False
25615,25615,537857,1,1,0.02,1,1,False,0.280201,0.280201,0.0,-1.0529902,-1.0529902,1,1,1,0.275,-1.1273726,-1.1273726,0.0,-1.1517856427813316,-1.1517856427813316,0.0,0.052451346,0.052451346,0.0,0.12962962962962962,0.12962962962962962,0.0,True,True,True,True,-0.14822881,-0.14822881,-0.1512538846665486,-0.1512538846665486,0.6708860759493671,0.6708860759493671,0.24284096603769573,0.24284096603769573,False,False
25616,25616,456044,28,28,0.02,0,0,False,2.7532928,2.7532928,0.0,-0.07796836,-0.07796836,1,1,1,0.975,-0.11727548,-0.11727548,0.0,-0.11442073378254447,-0.11442073378254447,0.0,2.0030003,2.0030003,0.0,0.5714285714285714,0.5714285714285714,0.0,True,True,True,True,1.8603734,1.8603734,1.903583652740686,1.903583652740686,0.012658227848101266,0.012658227848101266,0.0014483637187663856,0.0014483637187663856,True,True
25617,25617,226376,1,1,0.02,7,7,False,0.1744013,0.1744013,0.0,-0.5717884,-0.5717884,1,1,1,0.7875,-0.5154236,-0.5154236,0.0,-0.5039379027008544,-0.5039379027008544,0.0,0.23741762,0.23741762,0.0,0.15384615384615385,0.15384615384615385,0.0,True,True,True,True,0.05136244,0.05136244,0.05232375816462076,0.05232375816462076,0.2911392405063291,0.2911392405063291,0.033592483634684756,0.033592483634684756,False,False
25618,25618,66011,64,64,0.02,3,3,False,0.45407557,0.45407557,0.0,-0.5423595,-0.5423595,2,1,1,0.8375,-0.43470383,-0.43470383,0.0,-0.3836895723754964,-0.3836895723754964,0.0,0.4050131,0.4050131,0.0,0.6875,0.6875,0.0,True,True,True,True,0.82841104,0.82841104,0.8454572143547701,0.8454572143547701,0.08860759493670886,0.08860759493670886,0.01823913595645259,0.01823913595645259,True,True
25619,25619,50952,9,9,0.02,4,4,False,0.85936785,0.85936785,0.0,0.27962935,0.27962935,1,1,1,1.0,0.012462576,0.012462576,0.0,0.042910269440133875,0.042910269440133875,0.0,0.67246515,0.67246515,0.0,0.7222222222222222,0.7222222222222222,0.0,False,False,False,False,0.80080676,0.80080676,0.8160692773923959,0.8160692773923959,0.0,0.0,0.0,0.0,False,False
25620,25620,223019,7,7,0.02,1,1,False,0.43196103,0.43196103,0.0,-0.21335033,-0.21335033,1,1,1,0.975,-0.04516977,-0.04516977,0.0,-0.046966533706643165,-0.046966533706643165,0.0,0.18268467,0.18268467,0.0,0.8518518518518519,0.8518518518518519,0.0,True,True,True,True,0.5476497,0.5476497,0.557688436017522,0.557688436017522,0.012658227848101266,0.012658227848101266,0.0005945130848942173,0.0005945130848942173,True,True
25621,25621,163782,1,1,0.02,4,4,False,0.5201564,0.5201564,0.0,-0.38025993,-0.38025993,1,1,1,0.9,-0.5148893,-0.5148893,0.0,-0.523120189569516,-0.523120189569516,0.0,0.388636,0.388636,0.0,1.0,1.0,0.0,True,True,True,True,0.18061747,0.18061747,0.18397680169647032,0.18397680169647032,0.20253164556962025,0.20253164556962025,0.03974206571757484,0.03974206571757484,True,True
25622,25622,6712,1,1,0.02,4,4,False,1.723575,1.723575,0.0,0.026578665,0.026578665,1,1,1,1.0,0.17538954,0.17538954,0.0,0.23452135831772813,0.23452135831772813,0.0,1.5370327,1.5370327,0.0,1.0,1.0,0.0,False,False,False,False,1.5469166,1.5469166,1.5759060662113087,1.5759060662113087,0.0,0.0,0.0,0.0,False,False
25623,25623,191721,1,1,0.02,6,6,False,0.062971435,0.062971435,0.0,-0.14437422,-0.14437422,1,1,1,0.7375,-0.14853992,-0.14853992,0.0,-0.1509966506466278,-0.1509966506466278,0.0,0.03169484,0.03169484,0.0,0.0,0.0,0.0,True,True,True,True,0.012338663,0.012338663,0.01255427740683314,0.01255427740683314,0.4050632911392405,0.4050632911392405,0.01360059225952504,0.01360059225952504,False,False
25624,25624,363048,4,4,0.02,0,0,False,0.56455445,0.56455445,0.0,-1.0404311,-1.0404311,1,1,1,0.65,-0.9004557,-0.9004557,0.0,-0.9167669172518799,-0.9167669172518799,0.0,0.6433254,0.6433254,0.0,1.0,1.0,0.0,True,True,True,True,0.17285697,0.17285697,0.17573854526863242,0.17573854526863242,0.2911392405063291,0.2911392405063291,0.06715457355850742,0.06715457355850742,True,True
